name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
"Fascinados (feat. Joan Manuel Serrat, Leiva, Vetusta Morla, Iván Ferreiro, Loquillo, Zahara, Dani Martin, Albert Pla, Mikel (Izal), Noni (Lori Meyers), Santi Balmes, Xoel López, Anni B Sweet, Jeanette, Carlos Sadness, Nina (Morgan), Juan Alberto (Niños Mutantes), Miri Ros, Javiera Mena, Jorge Martí (La Habitación Roja), Rafa Val (Viva Suecia), Marc (Dorian), Alondra Bentley, Abraham Boba, Carlangas (Novedades Carminha), La Bien Querida, Martí Perarnau IV (Mucho), Nita (Fuel Fandango) & Shuarma (Elefantes))",274146,False,55,Sidonie;Joan Manuel Serrat;Leiva;Vetusta Morla;Ivan Ferreiro;Loquillo;Zahara;Dani Martín;Albert Pla;Mikel (Izal);Noni (Lori Meyers);Santi Balmes;Xoel López;Anni B Sweet;Jeanette;Carlos Sadness;Nina (Morgan);Juan Alberto (Niños Mutantes);Miri Ros;Javiera Mena;Jorge Martí (La Habitación Roja);Rafa Val (Viva Suecia);Marc (Dorian);Alondra Bentley;Abraham Boba;Carlangas (Novedades Carminha);La Bien Querida;Martí Perarnau IV (Mucho);Nita (Fuel Fandango);Shuarma (Elefantes),Lo Más Maravilloso,0.639,0.883,7,-6.448,0.0,0.0688,0.0843,7.13e-05,0.225,0.431,140.008,274147,4.0,628.0,157.0,,4.067085953878407,spanish
Hawkins Square (ASOT 1090),224370,False,6,Paul van Dyk;Alex M.O.R.P.H.,ASOT 1090 - A State Of Trance Episode 1090,0.584,0.923,7,-7.32,0.0,0.0447,0.000417,0.887,0.0601,0.0334,128.025,224370,4.0,478.0,119.0,,4.067085953878407,techno
"Rock Das ""Aranha""",110093,False,45,Raul Seixas,Abre-Te Sésamo,0.609,0.63,4,-10.791,0.0,0.175,0.762,0.0,0.0495,0.934,174.253,110093,,312.0,77.0,,0.916010498687664,brazil
The Living Proof,268540,True,20,Neophyte;The Viper;Alee,The Living Proof,0.464,0.997,3,-2.018,0.0,0.251,0.168,3.89e-05,0.515,0.0929,185.032,268541,,810.0,204.0,,1.7389162561576355,happy
Lost in Atlantis,203625,False,29,Smartface,Lost In Atlantis,0.758,0.574,9,-7.283,0.0,0.036,0.193,0.921,0.119,0.398,105.001,203625,,351.0,88.0,,1.343558282208589,study
Just Vibin’,126067,False,26,dusty dexter,Just Vibin’,0.734,0.51,4,-12.776,1.0,0.219,0.629,0.81,0.134,0.539,82.973,126067,4.0,171.0,41.0,,0.916010498687664,study
Back Way,214800,False,21,Vybz Kartel;Spice,Back Way,0.823,0.693,0,-6.219,0.0,0.087,0.188,0.00157,0.0727,0.669,99.981,214800,4.0,341.0,84.0,0.478,3.349056603773585,j-dance
"Weiß der Geier / Verlieben, verloren, vergessen, verzeih'n / 7 Tage – 7 Nächte / Du bist ein Wunder / Augen zu und durch",202014,False,25,Mountain Crew,Mountain Party #1,0.595,0.936,0,-6.162,1.0,0.0374,0.00362,5.05e-06,0.377,0.845,139.063,202014,4.0,460.0,115.0,,3.349056603773585,happy
Rammen - Original Mix,256018,True,22,Neophyte;D-Fence;Alee;Tim Beumers,Rammen,0.56,0.998,5,-2.627,0.0,0.391,0.175,0.0,0.15,0.0812,179.991,256018,4.0,751.0,188.0,,1.2793053545586106,happy
Autumn breeze (Feat. Milky Day),174683,False,53,Dept;Milky Day,Autumn breeze,0.65,0.628,2,-6.879,1.0,0.0645,0.534,0.0,0.28,0.554,79.069,174684,4.0,225.0,57.0,0.04,3.7004830917874396,sleep
Straight Fuego,156154,False,18,Matt Large,Next Year in Rio,0.709,0.789,7,-3.96,1.0,0.0506,0.0261,0.23,0.0789,0.692,178.024,156154,4.0,454.0,114.0,,4.067085953878407,study
Death Camp,184040,True,17,Toxic Holocaust,Hell on Earth,0.245,0.989,9,-3.335,1.0,0.255,4.48e-05,0.134,0.347,0.238,200.779,184040,4.0,607.0,152.0,,1.343558282208589,black-metal
Short Skirts,138800,False,15,Felix Da Housecat,Devin Dazzle & The Neon Fever,0.818,0.572,0,-5.376,,0.143,0.0164,0.0,0.296,0.414,136.018,138800,4.0,312.0,77.0,0.297,3.349056603773585,chicago-house
Air Conditioner Sound,114115,False,30,White Noise for Babies,Air Conditioner Sound,0.174,0.226,7,-26.324,1.0,0.055,0.83,1.0,0.161,0.0226,70.429,114115,3.0,133.0,43.0,0.092,4.067085953878407,sleep
Don't Look Back,231437,False,33,Lilly Palmer,We Control,0.687,0.91,1,-6.128,0.0,0.0437,0.001,0.818,0.11,0.0676,133.995,231438,,512.0,128.0,,2.36741214057508,techno
As One - Original Mix,325039,False,3,DJ Skull,As One Ep,0.546,0.845,6,-10.976,1.0,0.0706,0.000449,0.945,0.103,0.157,127.058,325039,4.0,749.0,188.0,,1.1709531013615733,chicago-house
Day Rave - Drop Dem Riddim,199262,True,21,Vybz Kartel,Day Rave (Drop Dem Riddim),0.567,0.627,5,-8.078,0.0,0.282,0.13,0.0,0.137,0.33,99.359,199262,4.0,323.0,81.0,,1.2793053545586106,j-dance
Replay The Night (feat. Nytrix),231700,False,37,Gammer;Staysick;Nytrix,Replay The Night (feat. Nytrix),0.583,0.991,3,-0.311,0.0,0.197,0.000982,0.00256,0.276,0.249,149.961,231700,4.0,578.0,144.0,,1.7389162561576355,techno
Astral Projection,342455,False,0,Ocoeur,Light as a Feather,0.755,0.569,9,-9.201,0.0,0.0557,0.164,0.895,0.148,0.115,114.997,342456,4.0,652.0,163.0,,1.343558282208589,idm
すいみん不足,270853,False,21,TEMPURA KIDZ,みんなのだんすうた,0.61,0.902,7,-4.328,,0.0744,0.00778,0.00017,0.339,0.73,143.042,270853,4.0,636.0,160.0,,4.067085953878407,j-dance
Hit It Up,422873,False,17,Paul Johnson,Classics & Remixes,0.874,0.776,9,-8.549,1.0,0.0526,2.11e-05,0.177,0.0786,0.955,123.544,422873,4.0,866.0,219.0,,1.343558282208589,chicago-house
Bina Tere Koi Dilkash Nazara Hum Na Dekhenge,82314,False,48,Shantanu Avinashi,Bina Tere Koi Dilkash Nazara Hum Na Dekhenge,0.445,0.23,4,-11.063,0.0,0.0409,0.968,0.0,0.102,0.492,83.336,82315,5.0,112.0,28.0,,0.916010498687664,indian
Bagga Gyal,174863,True,7,DING DONG,Wedding Cake Riddim,0.806,0.839,5,-4.134,0.0,0.205,0.2,0.0,0.185,0.728,130.535,174864,5.0,379.0,95.0,,1.2793053545586106,j-dance
Something to Hold Onto,222266,False,28,The Wailin' Jennys,40 Days,0.283,0.317,2,-13.02,1.0,0.0299,0.523,1.13e-06,0.11,0.302,178.097,222267,3.0,556.0,184.0,,3.7004830917874396,bluegrass
Our Jesus,329534,False,38,Bethel Music;David Funk,Simple,0.333,0.119,7,-15.373,1.0,0.0325,0.787,7.2e-05,0.103,0.0702,139.742,329534,4.0,757.0,192.0,,4.067085953878407,indian
Overland,265777,False,5,Alphaxone,Edge of Solitude,0.084,0.191,5,-23.043,,0.0381,0.9,0.894,0.103,0.0397,85.446,265777,3.0,484.0,160.0,,1.2793053545586106,iranian
Hardsax - Original Mix,232839,False,1,The Prophet,The Hardcore Archive Part 3 (1997),0.7,0.951,7,-4.972,1.0,0.0759,0.0197,0.916,0.0915,0.284,149.993,232840,4.0,580.0,145.0,,4.067085953878407,happy
句號,235632,False,57,G.E.M.,摩天動物園,0.72,0.481,10,-8.552,1.0,0.0621,0.246,0.0,0.0704,0.443,143.947,235632,4.0,557.0,138.0,,0.7573891625615764,mandopop
Menina Me Dá Seu Amor - Ao Vivo,265728,False,37,Bell Marques,Só as Antigas (Ao Vivo),0.589,0.932,7,-5.447,1.0,0.0414,0.0864,0.00244,0.525,0.818,99.006,265728,4.0,435.0,107.0,,4.067085953878407,forro
Infernal Disease,284003,True,0,Integral Rigor,Infernal Disease,0.541,0.95,1,-5.522,0.0,0.0992,5.78e-05,0.723,0.0884,0.22,114.006,284003,4.0,530.0,134.0,,2.36741214057508,iranian
"Kapoor & Sons Mashup (By DJ Chetas) (From ""Kapoor & Sons (Since 1921)"")",221000,False,44,Nucleya;Benny Dayal;Amaal Mallik;Tanishk Bagchi;Badshah;Arko;Armaan Malik;Arijit Singh;Asees Kaur;Fazilpuria;Sukriti Kakar;Neha Kakkar,"Kapoor & Sons Mashup (By DJ Chetas) (From ""Kapoor & Sons (Since 1921)"")",0.654,0.951,5,-4.062,0.0,0.107,0.0308,0.00011,0.427,0.521,130.094,221000,4.0,479.0,120.0,0.469,1.2793053545586106,indian
Angst,224801,False,72,Rammstein,Zeit,0.639,0.86,11,-4.27,,0.069,0.000306,0.00549,0.0507,0.328,112.025,224801,4.0,409.0,101.0,,0.7481162540365985,industrial
"Here I Am, Lord",320080,False,18,Jon Sarta,The Catholic Music Project Volume II,0.507,0.0785,7,-20.268,,0.0509,0.994,0.931,0.0842,0.432,87.792,320080,4.0,469.0,117.0,,4.067085953878407,disney
Smooth Waves For Sleeping,145295,False,35,Wave Sounds For Sleep,Wave Sounds For Baby Sleep,0.186,0.934,5,-31.254,1.0,0.0584,0.857,0.903,0.947,0.000755,130.127,145295,3.0,317.0,104.0,,1.2793053545586106,sleep
Sovereign,275491,False,42,Chris Tomlin,Burning Lights,0.464,0.549,9,-6.19,1.0,0.0322,0.466,0.0,0.0616,0.0505,142.029,275492,4.0,641.0,160.0,,1.343558282208589,afrobeat
Enslaved and Condemned,254960,False,18,Old Man's Child,Vermin,0.216,0.963,0,-4.92,,0.0988,0.000163,0.639,0.325,0.144,131.686,254960,4.0,554.0,139.0,,3.349056603773585,black-metal
Study Music,125592,False,48,Study Music & Sounds;Study Alpha Waves;Binaural Beats Study Music,"Study: Binaural Beats Alpha Waves Music For Reading, Focus & Relaxing Studying Music",0.183,0.00578,5,-39.154,,0.0472,0.944,0.849,0.103,0.0366,67.932,125592,4.0,142.0,34.0,,1.2793053545586106,sleep
Brown Noise Small Room Rumble,167777,False,45,Granular,Brown Noise DLX,0.256,0.281,6,-37.417,,0.101,0.788,0.973,0.112,0.284,130.131,167777,3.0,368.0,122.0,,1.1709531013615733,sleep
Never and Always,236253,False,32,The Wood Brothers,Paradise,0.591,0.452,9,-7.648,1.0,0.0406,0.326,0.0,0.113,0.653,146.019,236253,4.0,569.0,142.0,,1.343558282208589,bluegrass
Crevice,159913,False,59,Juhani Ahonen,Crevice,0.165,0.0386,4,-30.602,0.0,0.04,0.904,0.869,0.107,0.0451,81.498,159913,4.0,215.0,53.0,,0.916010498687664,sleep
Gerry Noman,57640,False,0,The Black Dog,Music For Adverts (And Short Films),0.758,0.116,8,-22.555,,0.0369,0.411,0.976,0.11,0.23,147.037,57640,,140.0,34.0,,2.7259036144578315,idm
Candela,329200,False,18,Buena Vista Social Club,Buena Vista Social Club,0.516,0.623,9,-12.638,,0.0362,0.747,0.000214,0.27,0.825,101.22,329200,4.0,545.0,136.0,,1.343558282208589,indian
Dominatin' - 1993 Summer Remix,384046,False,17,The Prophet,Thunderdome 25 Years Of Hardcore,0.384,0.987,10,-6.004,0.0,0.176,0.0896,0.366,0.311,0.046,99.86,384046,,657.0,166.0,,0.7573891625615764,happy
Fazer Valer (Ao Vivo),182555,False,43,Aviões do Forró,CD Do DVD Itapebussu (Ao Vivo),0.626,0.949,4,-6.927,0.0,0.0527,0.643,2.5e-05,0.361,0.97,184.074,182555,4.0,558.0,139.0,,0.916010498687664,forro
Mirando a la luna (feat. Reik),186146,False,50,Beret;Reik,Mirando a la luna (feat. Reik),0.544,0.612,5,-6.401,1.0,0.0384,0.258,0.0,0.0973,0.423,84.942,186147,4.0,263.0,65.0,,1.2793053545586106,spanish
風衣,242951,False,46,Stefanie Sun,No.13 作品 : 跳舞的梵谷,0.602,0.381,10,-9.906,1.0,0.0304,0.802,0.0,0.223,0.401,125.918,242951,4.0,495.0,123.0,,0.7573891625615764,mandopop
The Scare Floor,161333,False,23,Randy Newman,"Monsters, Inc. (Original Motion Picture Soundtrack/Japan Release Version)",0.584,0.355,2,-9.782,,0.0281,0.495,0.375,0.106,0.399,99.861,161333,4.0,263.0,67.0,,3.7004830917874396,disney
是真的,239420,False,33,詹雅雯,想厝的人,0.678,0.327,2,-10.809,0.0,0.0283,0.6,0.0,0.0534,0.788,107.989,239421,4.0,425.0,106.0,,3.7004830917874396,mandopop
Dushanbe,249496,False,46,AfterU,Dushanbe / Blindfold,0.675,0.685,7,-10.118,1.0,0.0418,0.00775,0.793,0.0951,0.197,121.999,249496,3.0,507.0,168.0,0.292,4.067085953878407,techno
Like Love,427800,False,15,Timo Maas,Loud (Eastwest Release),0.67,0.913,11,-6.633,,0.0453,0.0274,0.886,0.101,0.231,131.018,427800,4.0,930.0,233.0,,0.7481162540365985,breakbeat
Get Wild,204840,False,19,Vybz Kartel,Empire Universe,0.706,0.483,9,-10.642,0.0,0.265,0.686,0.0,0.533,0.658,96.248,204840,4.0,325.0,80.0,,1.343558282208589,j-dance
Not Another Drop (Reprise),82400,False,26,Ikebe Shakedown,Kings Left Behind,0.729,0.752,9,-12.385,0.0,0.0409,0.00632,0.884,0.0594,0.939,105.512,82400,4.0,141.0,35.0,,1.343558282208589,afrobeat
Satisfy - Original Mix,394443,False,22,Cajmere;Dajae,Too Underground For The Main Stage,0.843,0.388,6,-8.248,1.0,0.0762,0.000155,0.84,0.0509,0.719,122.003,394443,4.0,800.0,200.0,,1.1709531013615733,chicago-house
Souffle,261269,False,0,Ocoeur,Reversed,0.186,0.212,7,-15.501,0.0,0.0387,0.98,0.938,0.106,0.0388,123.903,261270,3.0,482.0,161.0,,4.067085953878407,idm
If We Ever - 2018 Remaster,320271,False,23,High Contrast,If We Ever (Unglued Remix),0.542,0.875,7,-4.285,,0.0507,0.000356,0.31,0.359,0.114,172.973,320272,4.0,895.0,224.0,,4.067085953878407,j-dance
Be Still My Soul (In You I Rest),311122,False,46,Kari Jobe,Kari Jobe Collection,0.245,0.326,8,-8.735,1.0,0.0324,0.654,3.53e-06,0.121,0.163,122.006,311123,4.0,542.0,136.0,,2.7259036144578315,afrobeat
Lasai,221000,False,57,Darcie Roman,Lasai,0.132,0.00572,5,-34.217,,0.0453,0.927,0.792,0.101,0.0348,74.676,221000,4.0,272.0,68.0,,1.2793053545586106,sleep
Nah Go Nuh Weh,180186,False,22,Vybz Kartel,Chiney K Riddim,0.534,0.747,9,-8.286,1.0,0.269,0.413,3.56e-05,0.267,0.266,154.917,180187,5.0,456.0,113.0,,1.343558282208589,j-dance
Silly Love Songs,153493,False,16,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),0.508,0.752,0,-8.823,1.0,0.0521,0.435,0.0,0.939,0.381,124.949,153493,,320.0,79.0,,3.349056603773585,techno
Nightside of Eden,449280,False,25,Therion,Theli,0.439,0.739,9,-7.746,1.0,0.0339,0.000155,0.0458,0.227,0.308,138.986,449280,4.0,1037.0,259.0,,1.343558282208589,black-metal
Major Tom (Coming Home) - Technomancer feat. Angst Pop Remix,279800,False,22,Apoptygma Berzerk;Angst Pop;Technomancer,The Best Technomancer & Angst Pop Remixes,0.574,0.738,4,-4.752,0.0,0.0366,0.00522,0.00026,0.0749,0.42,155.018,279800,4.0,709.0,177.0,,0.916010498687664,industrial
FLASH,276306,False,35,Perfume,FLASH,0.55,0.914,10,-1.941,,0.0663,0.00398,0.0023,0.413,0.49,128.0,276307,4.0,578.0,144.0,,0.7573891625615764,j-idol
Me diga,255093,False,1,Nando Reis,Só as Melhores do Pop Rock Brasileiro,0.533,0.905,4,-5.858,1.0,0.0612,0.238,6.12e-06,0.223,0.726,86.503,255093,4.0,362.0,91.0,,0.916010498687664,brazil
Meus Próprios Meios,292478,False,47,Oficina G3,Depois da Guerra,0.49,0.967,0,-3.68,0.0,0.085,0.000863,4.19e-06,0.0901,0.374,159.998,292479,4.0,775.0,195.0,,3.349056603773585,brazil
Single,268253,False,38,Shadya Lan,KO One,0.503,0.665,11,-4.129,1.0,0.0314,0.465,6.15e-06,0.107,0.161,127.997,268253,4.0,564.0,141.0,,0.7481162540365985,mandopop
"Stratosphaere 1, Op.46",642173,False,0,Alireza Mashayekhi,Persian Electronic Music Yesterday And Today1966-2006,0.43,0.617,1,-17.313,,0.45,0.293,0.198,0.387,0.0654,102.004,641753,,968.0,243.0,,2.36741214057508,iranian
Bienvenidos A Mi Mundo,237026,True,34,Calle 13,Los De Atrás Vienen Conmigo,0.658,0.715,10,-7.416,0.0,0.269,0.0174,0.0,0.307,0.543,189.895,237027,4.0,702.0,175.0,,0.7573891625615764,afrobeat
Dr. Feelgood,73200,False,10,Nostalgique,Dr. Feelgood,0.768,0.214,7,-12.023,0.0,0.251,0.041,0.926,0.104,0.46,79.992,73201,,96.0,23.0,,4.067085953878407,study
Air Conditioner - Loopable With No Fade,77482,False,25,White Noise Sleep Sounds;Sleep Sound Library,Loopable White Noise Sleep Sounds,0.0,0.000638,1,-42.864,1.0,0.0,0.98,0.833,0.0983,0.0,0.0,77482,0.0,0.0,0.0,,2.36741214057508,sleep
Sweat!,170400,False,12,Felix Da Housecat;Dave The Hustler;Blakk Hazel,Sweat!,0.909,0.494,3,-12.508,,0.0681,0.00124,0.17,0.0801,0.734,124.988,170400,,353.0,88.0,,1.7389162561576355,chicago-house
Alle Ist Mein,150360,False,16,Pigface,The Best Of Pigface,0.513,0.974,7,-10.023,1.0,0.0568,0.0157,0.0845,0.917,0.159,173.262,150360,4.0,432.0,107.0,,4.067085953878407,industrial
Dalam Suka Duka,37160,False,32,Maranatha! Kids,"40 Nonstop Lagu Sekolah Minggu Abadi ,Vol. 3",0.834,0.8,9,-6.524,0.0,0.0527,0.051,0.00247,0.0959,0.953,120.818,37160,4.0,74.0,17.0,,1.343558282208589,disney
Simien,210624,False,51,Petros Idris,Simien,0.0602,0.00961,7,-34.583,1.0,0.0498,0.923,0.989,0.0922,0.0942,64.154,210625,4.0,305.0,76.0,0.852,4.067085953878407,sleep
黑色毛衣,249573,False,55,Jay Chou,11月的蕭邦,0.733,0.48,9,-7.425,0.0,0.0309,0.737,0.0,0.15,0.273,118.022,249573,,488.0,122.0,,1.343558282208589,mandopop
シャッター,248946,False,68,Yuuri,壱,0.606,0.579,5,-5.582,1.0,0.033,0.512,0.0,0.381,0.661,149.988,248947,4.0,613.0,153.0,,1.2793053545586106,j-idol
UNTILL THE DAWN,207000,False,13,PassCode,Ray,0.522,0.988,5,-2.122,0.0,0.105,0.000467,0.00525,0.52,0.481,104.99,207000,4.0,357.0,89.0,,1.2793053545586106,j-idol
Let's Nacho,215075,False,58,Nucleya;Benny Dayal;Badshah,The Badshah of Party Hits,0.742,0.947,0,-3.749,1.0,0.0321,0.0906,0.0221,0.0721,0.88,130.043,215076,4.0,455.0,114.0,,3.349056603773585,indian
Engel,264266,False,70,Rammstein,Sehnsucht,0.637,0.658,2,-5.775,1.0,0.0291,0.00918,0.00229,0.295,0.328,96.072,264267,4.0,419.0,103.0,,3.7004830917874396,industrial
High Again,77307,False,13,Beat Oven,Bapelujah,0.834,0.489,9,-8.425,,0.0917,0.949,0.124,0.132,0.626,79.956,77308,4.0,102.0,24.0,,1.343558282208589,study
Desperate Shadow,180913,False,16,Devil Master,Satan Spits on Children of Light,0.0758,0.994,9,-5.11,,0.118,1.92e-06,0.814,0.178,0.0732,178.263,180913,4.0,494.0,123.0,,1.343558282208589,black-metal
Quixotic,119000,False,22,Jobii,Pizzazz,0.654,0.668,4,-7.228,0.0,0.0364,0.427,0.887,0.108,0.315,174.061,119000,3.0,339.0,112.0,,0.916010498687664,study
Ite missa est,43640,False,0,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.204,0.0341,2,-30.219,1.0,0.0442,0.989,0.0279,0.16,0.16,73.465,43640,3.0,50.0,15.0,,3.7004830917874396,sleep
走れ!Bicycle,222266,False,21,Nogizaka46,Time flies (Complete Edition),0.516,0.944,2,-2.793,,0.0672,0.0724,0.0,0.245,0.597,165.044,222267,4.0,597.0,149.0,,3.7004830917874396,j-idol
Brincou de Amor,222812,False,56,Iguinho e Lulinha,Simbora pra Vaquejada,0.524,0.84,7,-4.46,,0.0367,0.382,4.46e-06,0.209,0.788,75.034,222813,4.0,280.0,68.0,,4.067085953878407,forro
Trail of Sulfur,446613,False,17,Astronoid,Air,0.361,0.966,7,-7.713,0.0,0.132,6.66e-06,0.827,0.293,0.117,161.018,446613,4.0,1177.0,295.0,,4.067085953878407,black-metal
無人之境,221066,False,19,Eason Chan,我最喜愛的Eric Kwok作品展,0.535,0.564,2,-7.224,1.0,0.0394,0.361,0.0,0.119,0.278,123.892,221067,4.0,439.0,109.0,0.861,3.7004830917874396,mandopop
Les alliés de la famille,75160,False,21,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.576,0.248,2,-19.584,0.0,0.0383,0.778,0.912,0.12,0.0383,119.092,75160,3.0,141.0,46.0,,3.7004830917874396,disney
Angel Field,271907,False,18,Dawn Wall,Kythera,0.538,0.88,10,-3.863,0.0,0.0823,0.00373,0.7,0.139,0.0495,173.067,271907,4.0,764.0,191.0,,0.7573891625615764,industrial
On the Line,362146,False,10,Lusine,Language Barrier,0.431,0.198,3,-20.837,0.0,0.0314,0.881,0.944,0.101,0.0412,159.968,362147,4.0,943.0,235.0,,1.7389162561576355,idm
昨日よりもっと好き(Smiling Lions),249466,False,20,AKB48,前しか向かねえ<劇場盤>,0.394,0.888,5,-2.387,,0.0694,0.271,0.0,0.149,0.618,154.914,249467,4.0,622.0,156.0,,1.2793053545586106,j-idol
誰よりも高く跳べ!,283973,False,31,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.554,0.95,4,-4.445,0.0,0.123,0.182,0.0,0.244,0.497,129.977,283973,4.0,598.0,150.0,,0.916010498687664,j-idol
Unleash!!!!!,190840,False,47,BAND-MAID,Unleash,0.448,0.968,0,-2.018,1.0,0.1,1.15e-05,0.00155,0.313,0.252,96.508,190840,4.0,295.0,73.0,,3.349056603773585,j-idol
Pfusch die Mauer - Flying Hirsch Remix,209226,False,24,Die Draufgänger,#Hektarparty,0.692,0.88,10,-4.535,1.0,0.0633,0.00279,3.85e-06,0.135,0.563,132.031,209227,4.0,446.0,111.0,,0.7573891625615764,happy
Volta pro seu Nego,167718,False,41,Iguinho e Lulinha,Simbora pra Vaquejada,0.642,0.823,7,-4.57,,0.0323,0.429,1.07e-06,0.281,0.961,152.016,167719,4.0,421.0,106.0,,4.067085953878407,forro
De Longe,190831,False,46,Haikaiss;Salazar,"Fotografia de um Instante, Vol. 1 & 2",0.732,0.433,1,-8.723,1.0,0.302,0.716,0.0,0.107,0.695,94.005,190831,4.0,298.0,73.0,,2.36741214057508,brazil
Ever Now,98066,False,54,Gesaffelstein,Hyperion,0.658,0.373,1,-12.473,1.0,0.0399,0.197,0.89,0.131,0.0372,107.995,98067,4.0,172.0,42.0,,2.36741214057508,techno
Og Bobby Johnson,158400,False,10,Kraff Gad,Og Bobby Johnson,0.632,0.55,9,-8.12,0.0,0.258,0.407,0.0,0.158,0.518,200.086,158400,4.0,523.0,130.0,,1.343558282208589,j-dance
Heaven Type Beat,190341,False,1,Smartface,Vivid Recollection,0.583,0.462,9,-9.108,0.0,0.052,0.811,0.826,0.101,0.574,174.081,190342,4.0,549.0,138.0,0.951,1.343558282208589,study
Mango Cool,174293,False,21,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,0.527,0.883,0,-6.799,0.0,0.0316,0.0204,0.755,0.0913,0.828,155.135,174293,4.0,450.0,112.0,,3.349056603773585,afrobeat
甘噛み姫,250008,False,23,NMB48,難波愛~今、思うこと~ (Type-M),0.446,0.963,2,-2.258,,0.136,0.17,0.0,0.342,0.353,145.925,250008,,601.0,152.0,,3.7004830917874396,j-idol
Rubai 21 To 25,312120,False,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.312,0.154,0,-19.905,,0.0495,0.55,0.061,0.183,0.0815,96.009,312120,5.0,440.0,111.0,0.719,3.349056603773585,iranian
The Edge of Perception,390000,False,6,Alphaxone;protoU,Back to Beyond,0.0931,0.112,6,-27.685,0.0,0.0378,0.595,0.878,0.16,0.0789,88.185,390000,3.0,700.0,233.0,,1.1709531013615733,iranian
Shower Sound - Loopable With No Fade - Baby Sleep,62849,False,30,Vacuum Cleaner White Noise;Baby Sweet Dream,Soothing Sleeping Sounds,0.117,0.251,2,-25.001,0.0,0.052,0.119,0.85,0.385,0.0147,77.102,62850,5.0,80.0,19.0,0.228,3.7004830917874396,sleep
A City in Ruins,177374,False,19,Matt Large,A Wasteland Fairytale,0.666,0.686,9,-7.293,0.0,0.0629,0.0169,0.751,0.0969,0.568,175.957,177375,4.0,513.0,128.0,,1.343558282208589,study
Vindens Farver,257933,False,21,Monique,Pocahontas (Originalt Dansk Soundtrack),0.552,0.229,7,-18.78,0.0,0.0293,0.368,0.0,0.126,0.159,84.018,257933,,351.0,88.0,,4.067085953878407,disney
離心力,301681,False,40,G.E.M.,離心力,0.64,0.68,1,-6.418,0.0,0.0277,0.0119,0.000502,0.357,0.257,117.993,301681,4.0,584.0,147.0,,2.36741214057508,mandopop
Praise,221960,True,24,Sevendust,Best Of (Chapter One 1997-2004),0.563,0.906,6,-3.407,,0.108,0.000186,8.21e-06,0.0204,0.449,131.88,221960,4.0,476.0,121.0,,1.1709531013615733,industrial
Thank You Come Again,162821,False,27,Jobii,Water Lily,0.569,0.537,0,-12.525,1.0,0.38,0.975,0.894,0.194,0.156,140.024,162821,4.0,375.0,93.0,,3.349056603773585,study
Hw4 (Halb Mensch Halb Tier),164744,False,22,Kreisligalegende,Hw4 (Halb Mensch Halb Tier),0.653,0.948,9,-2.954,1.0,0.16,0.00517,0.0,0.378,0.869,132.046,164745,4.0,356.0,89.0,,1.343558282208589,happy
Forever Hate You,188240,False,20,Deicide,Insineratehymn,0.469,0.796,2,-8.973,1.0,0.0551,0.00145,0.197,0.185,0.649,96.192,188240,3.0,298.0,100.0,,3.7004830917874396,black-metal
If you wanna,164120,False,19,Perfume,"Perfume The Best ""P Cubed""",0.554,0.834,9,-2.339,,0.03,0.253,0.0289,0.208,0.739,150.003,164120,4.0,399.0,101.0,,1.343558282208589,j-idol
Vou Partir Pro Piseiro,177234,False,14,Márcia Fellipe,Vou Partir Pro Piseiro,0.753,0.82,4,-2.665,0.0,0.0821,0.424,0.0,0.131,0.852,179.982,177235,4.0,526.0,132.0,,0.916010498687664,forro
Hair Salon,74700,False,35,Deep Sleep Hair Dryers;Hair Dryers for Background Noise;Hair Dryer Collection,Hair Dryer Collection for Background Noise,0.0,2.03e-05,5,-8.018,1.0,0.0,0.99,0.999,0.989,0.0,0.0,74700,0.0,0.0,0.0,,1.2793053545586106,sleep
Breathe - Live,416893,False,46,Michael W. Smith,Worship,0.289,0.262,0,-11.907,,0.0304,0.616,0.0012,0.933,0.154,136.47,416893,4.0,949.0,237.0,,3.349056603773585,mandopop
Ain't the Same,183840,False,30,Caribou Mountain Collective,Went Down With the Sun,0.548,0.466,1,-9.097,0.0,0.0358,0.833,6.36e-06,0.159,0.489,79.705,183840,4.0,236.0,59.0,,2.36741214057508,bluegrass
Chão de Giz (Ao Vivo),299853,False,46,Zé Ramalho,Zé Ramalho Ao Vivo 2005,0.266,0.744,7,-7.368,,0.0512,0.0281,7.56e-05,0.942,0.416,95.253,299853,4.0,625.0,157.0,,4.067085953878407,brazil
Brothers On The Slide,251400,False,59,Cymande,Promised Heights,0.815,0.602,7,-10.192,,0.196,0.3,0.00548,0.0737,0.805,109.704,251400,4.0,453.0,113.0,,4.067085953878407,afrobeat
