,name,duration_ms,explicit,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre
6007,Wrecking Ball (Glee Cast Version),219.05,False,Glee Cast,Wrecking Ball (Glee Cast Version),0.58,0.37,5,-7.0,1.0,0.03,0.44,0.0,0.11,0.39,119.95,3.92,436.0,108.0,1.28,techno
6008,Sonate IV Opus 180 Pour Violoncelle Et Piano - 1er Mouvement,204.03,False,Alireza Mashayekhi;Marie-Thérèse Grisenti;Marc Vitantonio;Duo Grisenti Vitantonio,A. Mashayekhi - 5 Sonates Pour Violoncelle Et Piano,0.18,0.07,9,-20.24,1.0,0.05,0.99,0.84,0.09,0.04,175.52,3.0,591.0,195.0,1.34,iranian
6009,Cidade Inteira,233.55,False,Eric Land,Cidade Inteira,0.42,0.81,7,-7.92,1.0,0.04,0.38,0.01,0.13,0.8,111.98,5.0,564.0,141.0,4.07,forro
6010,Trumpet On The Street,109.33,False,Turn.,Trumpet On The Street,0.74,0.57,0,-6.63,1.0,0.04,0.83,0.91,0.1,0.22,90.04,4.0,163.0,39.0,3.35,study
6011,Tum Kyu Chale Aate Ho (LoFi Mix),173.88,False,Addy,Tum Kyu Chale Aate Ho (LoFi Mix),0.56,0.39,6,-9.42,0.0,0.03,0.03,0.0,0.37,0.15,98.09,4.0,280.0,70.0,1.17,indian
6012,توسن Recalcitrant (Baaroot Remix),291.86,False,Baaroot,الکتروهیچ Electrohich,0.58,0.82,10,-5.99,1.0,0.04,0.02,0.78,0.12,0.42,136.04,4.0,650.0,162.0,0.76,iranian
6013,Acto I: La Traición,953.95,False,Rafael Lechowski,Quarcissus: El Arte de Desamar (Obra Completa),0.49,0.52,9,-10.94,0.0,0.39,0.61,0.0,0.12,0.6,76.71,4.0,1216.0,307.0,1.34,spanish
6014,"Est-West, Op. 45",1149.1,False,Alireza Mashayekhi,Happy Electronic Sounds,0.27,0.31,1,-13.64,1.0,0.05,0.06,0.37,0.1,0.04,122.0,4.0,2327.0,588.0,2.37,iranian
6015,Dame el Mambo,268.58,False,Los Amigos Invisibles,Dame el Mambo,0.74,0.87,2,-5.41,1.0,0.06,0.01,0.06,0.08,0.8,119.99,4.04,535.0,134.0,3.7,afrobeat
6016,Aguenta,297.98,False,Cristina Mel,Aguenta,0.43,0.61,7,-3.6,1.0,0.03,0.57,0.0,0.18,0.19,127.39,4.0,618.0,155.0,4.07,brazil
6017,One Time Again,110.45,False,Justnormal,I Play Colors,0.59,0.37,2,-9.0,0.0,0.27,0.79,0.0,0.12,0.42,176.22,4.12,326.0,82.0,3.7,study
6018,Kick & Loud,276.33,False,GEISHA GIRLS,Grandma Is Still Alive,0.8,0.67,6,-10.22,1.0,0.12,0.0,0.0,0.12,0.67,100.91,3.99,454.0,112.0,1.17,techno
6019,Fever,204.5,True,Vybz Kartel,King Of The Dancehall,0.89,0.62,7,-7.46,1.0,0.24,0.14,0.0,0.08,0.4,98.09,4.0,330.0,82.0,4.07,j-dance
6020,Sodium,260.36,False,Overseer,Macrowaves,0.41,0.82,7,-9.04,1.0,0.04,0.0,0.92,0.1,0.03,100.01,4.0,429.0,106.0,4.07,breakbeat
6021,蘭亭序,251.96,False,Jay Chou,魔杰座,0.43,0.54,2,-8.06,1.0,0.03,0.32,0.0,0.38,0.34,152.05,4.0,627.0,158.0,3.7,mandopop
6022,Bangara - Original Mix,255.0,False,Droplex,Bangara,0.95,0.57,3,-5.45,0.0,0.18,0.02,0.45,0.1,0.13,127.99,4.0,543.0,135.0,1.74,techno
6023,50 Horas - Live At Teatro Colón / 2018,293.7,False,Coti,Coti Sorokin Y Los Brillantes En El Teatro Colón (Live At Teatro Colón / 2018),0.36,0.92,4,-4.53,1.0,0.07,0.07,0.0,0.91,0.35,130.18,4.0,634.0,159.0,0.92,spanish
6024,Abra Sua Cabeça,387.16,False,Abayomy Afrobeat Orquestra,Abra Sua Cabeça,0.7,0.9,1,-8.2,1.0,0.05,0.12,0.73,0.31,0.96,120.07,4.0,765.0,192.0,2.37,afrobeat
6025,Una Glock,204.63,False,Jairo Vera;ITHAN NY,Una Glock,0.78,0.78,7,-5.99,1.0,0.17,0.1,0.0,0.12,0.43,95.01,4.0,323.0,80.0,4.07,spanish
6026,那年的字裡行間 - 優酷青春劇《上游》插曲,209.09,False,Claire Kuo,《上游 電視劇音樂原聲帶》,0.61,0.62,5,-5.79,1.0,0.02,0.68,0.0,0.15,0.49,91.98,4.0,316.0,79.0,1.28,mandopop
6027,Ocean Drive - Extended Mix,279.93,False,Duke Dumont,Ocean Drive (Extended Mix),0.67,0.68,8,-5.6,0.0,0.04,0.01,0.0,0.17,0.37,115.01,4.0,530.0,133.0,2.73,techno
6028,From A Georgia Battlefield,297.15,False,Balsam Range,Five,0.5,0.41,5,-7.76,1.0,0.03,0.85,0.0,0.08,0.39,78.82,4.0,383.0,96.0,1.28,bluegrass
6029,Volta Logo Jesus,229.05,False,Rodrigo Azevedo;Fernandinho,Volta Logo Jesus,0.37,0.53,9,-6.5,1.0,0.03,0.2,0.0,0.1,0.3,135.68,4.0,504.0,127.0,1.34,brazil
6030,"Deva Deva (From ""Brahmastra"")",279.11,False,Pritam;Arijit Singh;Amitabh Bhattacharya;Jonita Gandhi,"Deva Deva (From ""Brahmastra"")",0.53,0.72,0,-7.64,1.0,0.04,0.63,0.0,0.1,0.44,112.06,4.0,501.0,126.0,3.35,indian
6031,Live Or Die,205.46,False,HELLYEAH,UNDEN!ABLE,0.35,0.99,7,-3.34,1.0,0.08,0.0,0.0,0.32,0.48,97.14,4.0,322.0,79.0,4.07,industrial
6032,Bala na Agulha,247.0,False,BaianaSystem,Duas Cidades,0.69,0.86,10,-4.96,0.0,0.15,0.27,0.0,0.04,0.67,180.05,4.0,726.0,181.0,0.76,afrobeat
6033,Odium Caecum,265.33,False,Necrophobic,Mark Of The Necrogram,0.1,0.92,2,-5.64,1.0,0.11,0.0,0.73,0.09,0.09,179.98,4.0,713.0,178.0,3.7,black-metal
6034,Sinto Falta de Você,80.18,False,Desejo De Menina,O Baú da Desejo 2,0.58,0.86,5,-5.35,1.0,0.1,0.06,0.0,0.82,0.62,83.98,4.0,112.0,27.0,1.28,forro
6035,Súbete al tren de la alegría,123.65,False,Duo Tiempo de Sol,20 Grandes Éxitos,0.69,0.88,9,-1.96,1.0,0.05,0.18,0.0,0.22,0.98,127.65,4.0,263.0,66.0,1.34,spanish
6036,旅立ちの唄,208.15,False,Ayumikurikamaki,大逆襲,0.59,0.93,11,-3.0,1.0,0.1,0.09,0.0,0.28,0.78,173.95,4.0,587.0,147.0,0.75,j-idol
6037,Desbloqueado,206.69,False,Kevi Jonny,Repertório Atualizado: Agosto 2021,0.65,0.69,9,-3.82,1.0,0.07,0.49,0.0,0.29,0.74,139.89,4.0,479.0,120.0,1.34,forro
6038,Angel,239.27,False,Ryuji Imaichi,Angel,0.6,0.92,6,-2.76,1.0,0.09,0.04,0.0,0.18,0.7,117.07,4.0,459.0,115.0,1.17,j-dance
6039,21 (What's 9+10),60.67,False,Mvntana,21 (What's 9+10),0.81,0.6,10,-6.84,1.0,0.48,0.08,0.0,0.24,0.78,144.92,4.0,146.0,36.0,0.76,techno
6040,Saudade da Danada,157.91,False,Japãozin,Pen Drive Atualizado,0.69,0.84,4,-2.89,1.0,0.05,0.21,0.0,0.19,0.81,75.04,4.0,195.0,48.0,0.92,forro
6041,Find Your Love,211.85,False,Flowidus,Skint x Elevate Records the Drum and Bass Remixes,0.54,0.9,1,-4.47,0.0,0.05,0.0,0.33,0.08,0.68,173.97,4.06,595.0,149.0,2.37,industrial
6042,Mourning Palace,313.36,False,Dimmu Borgir,Enthrone Darkness Triumphant,0.17,0.93,6,-5.22,0.0,0.08,0.0,0.77,0.1,0.22,129.09,3.0,665.0,222.0,1.17,black-metal
6043,Me & My Gun,210.59,False,KMFDM,Blitz,0.56,0.9,8,-8.41,0.0,0.05,0.0,0.72,0.19,0.6,155.99,4.0,546.0,136.0,2.73,industrial
6044,Lockdown [Mix Cut] - Original Mix,137.53,False,Re-Style;Predator,Masters Of Hardcore presents Masters In The Mix Vol.1 (Mixed Version),0.45,0.98,7,-3.02,1.0,0.15,0.13,0.03,0.16,0.46,167.66,4.0,384.0,95.0,4.07,happy
6045,Slutbutt,217.12,False,Centhron,Asgard,0.57,0.99,8,-3.28,1.0,0.06,0.01,0.41,0.12,0.56,139.99,4.0,496.0,125.0,2.73,industrial
6046,Capricornus,142.52,False,"Sarah, the Illstrumentalist",Constellations,0.77,0.72,11,-8.84,0.0,0.05,0.02,0.95,0.15,0.6,138.0,4.0,324.0,80.0,0.75,study
6047,The Proposition,172.51,False,The Budos Band,The Budos Band EP,0.51,0.9,5,-7.3,1.0,0.06,0.1,0.43,0.37,0.58,97.33,4.0,272.0,67.0,1.28,afrobeat
6048,Dry County >,343.91,False,Greensky Bluegrass,All Access: Volume One,0.38,0.71,2,-8.11,1.0,0.03,0.16,0.6,0.76,0.64,111.82,4.0,633.0,158.0,3.7,bluegrass
6049,Pretty Girl From Annapolis,207.99,False,The Avett Brothers,A Carolina Jubilee,0.65,0.56,3,-8.1,1.0,0.03,0.16,0.0,0.24,0.79,121.4,4.0,417.0,103.0,1.74,bluegrass
6050,de volta ao início,149.16,True,Sotam;Rob;enzo dicarlo,de volta ao início,0.73,0.42,11,-8.76,1.0,0.45,0.14,0.0,0.14,0.49,80.33,3.0,200.0,66.0,0.75,brazil
6051,(Let's Get) Physical,255.81,False,Revolting Cocks,"Beers, Steers + Queers",0.65,0.93,5,-9.69,0.0,0.05,0.0,0.03,0.23,0.3,142.57,4.0,606.0,150.0,1.28,industrial
6052,Celestite Mirror,872.4,False,Wolves In The Throne Room,Celestite,0.07,0.4,9,-12.79,1.0,0.04,0.14,0.93,0.13,0.04,74.46,4.0,1165.0,294.0,1.34,black-metal
6053,Blister,204.11,False,Five Star Hotel,Machine Girl / Five Star Hotel,0.4,0.76,8,-4.63,1.0,0.58,0.0,0.0,0.21,0.4,89.64,5.0,360.0,91.0,2.73,techno
6054,I Can Dance,302.95,False,Fast Eddie,Jack to the Sound,0.67,0.91,10,-8.42,0.0,0.04,0.0,0.92,0.34,0.9,123.45,4.0,623.0,155.0,0.76,chicago-house
6055,Soul Heights,555.88,False,Glenn Underground,Black Resurrection,0.72,0.69,7,-11.0,1.0,0.05,0.01,0.94,0.06,0.76,120.03,4.16,1112.0,277.0,4.07,chicago-house
6056,Something Else,239.24,False,Hozho,Something Else,0.67,0.86,7,-7.07,1.0,0.04,0.01,0.86,0.14,0.2,127.02,3.99,504.0,126.0,4.07,techno
6057,ごめんね、スムージー,280.67,False,Nogizaka46,生まれてから初めて見た夢 (Complete Edition),0.56,0.94,0,-3.26,1.0,0.07,0.34,0.0,0.12,0.49,150.07,4.0,689.0,171.0,3.35,j-idol
6058,Diamant,154.3,False,Rammstein,Rammstein,0.35,0.27,0,-11.84,0.0,0.04,0.81,0.0,0.1,0.12,140.51,4.0,344.0,86.0,3.35,industrial
6059,大約在冬季,231.52,False,Chyi Chin,"""1"" (壹)",0.67,0.36,5,-9.71,0.0,0.04,0.8,0.0,0.25,0.43,73.92,3.0,279.0,93.0,1.28,mandopop
6060,Qué Bien,273.89,False,IZAL,Magia & Efectos Especiales,0.63,0.51,10,-8.02,1.0,0.03,0.56,0.0,0.28,0.44,134.02,4.0,609.0,152.0,0.76,spanish
6061,Naturgeräusche zum Chillen,127.86,False,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.09,1.0,11,-19.09,1.0,0.06,0.4,0.99,0.93,0.0,87.62,1.0,184.0,45.0,0.75,sleep
6062,堅持到底,248.0,False,A-do,阿杜誠意精選,0.7,0.59,0,-5.15,1.0,0.03,0.29,0.0,0.12,0.41,124.03,4.0,503.0,125.0,3.35,mandopop
6063,Até Você Voltar Pra Mim,184.74,False,Zé Vaqueiro,Do Melhor Jeito,0.73,0.93,8,-2.35,1.0,0.04,0.53,0.01,0.09,0.97,154.05,4.0,470.0,117.0,2.73,forro
6064,Che / Channel+ Ize,532.0,False,Arash Azadi,Mathematical Labyrinth,0.18,0.67,7,-10.16,1.0,0.06,0.05,0.0,0.28,0.04,113.02,3.85,970.0,243.0,4.07,iranian
6065,Take Me Up - Lego's Dub,356.16,False,Ralphi Rosario;lego,"Afterhours Sessions, Vol. 3",0.89,0.68,5,-6.24,1.0,0.04,0.04,0.14,0.07,0.71,123.03,4.0,722.0,181.0,1.28,chicago-house
6066,Faith in Me,241.76,True,Calibre,The Storm Inside,0.51,0.96,7,-4.26,1.0,0.13,0.0,0.0,0.24,0.34,100.02,4.0,391.0,97.0,4.07,iranian
6067,23 de Junio,207.48,False,Vetusta Morla,"Mismo Sitio, Distinto Lugar",0.44,0.47,9,-8.63,0.0,0.04,0.62,0.0,0.07,0.55,172.88,3.0,585.0,193.0,1.34,spanish
6068,Tales of Mystery,199.35,False,Scooter,Scooter Forever,0.59,0.82,1,-8.32,1.0,0.03,0.0,0.3,0.06,0.39,139.99,4.0,454.0,113.0,2.37,happy
6069,再遇見,277.39,False,Sodagreen,秋:故事,0.49,0.8,3,-4.3,1.0,0.04,0.18,0.0,0.09,0.23,96.06,4.0,424.0,106.0,1.74,mandopop
6070,Mereció la Pena,217.44,False,Cyclo;Piter-G,Amor y Muerte,0.71,0.76,6,-6.4,1.0,0.12,0.41,0.0,0.37,0.78,135.1,4.0,484.0,120.0,1.17,spanish
6071,CRUPIÊ,157.75,True,Sotam;JOTA,CRUPIÊ,0.7,0.34,4,-11.38,0.0,0.41,0.75,0.0,0.14,0.56,80.04,4.0,209.0,52.0,0.92,brazil
6072,Enshrouded by Cryptic Temples of the Cult,279.53,False,Inquisition,Invoking the Majestic Throne of Satan,0.13,0.96,2,-5.07,1.0,0.14,0.0,0.92,0.17,0.03,98.8,3.0,509.0,170.0,3.7,black-metal
6073,Hau op die Trumm,201.41,False,Paveier,Karneval der Stars 51,0.67,0.89,2,-4.94,0.0,0.03,0.0,0.0,0.06,0.82,134.97,4.0,445.0,111.0,3.7,happy
6074,Demons - Restrained Remix,240.0,False,Paul Elstak;Restrained;Jantine,Demons (Restrained Remix),0.45,0.96,6,-2.07,0.0,0.1,0.04,0.0,0.1,0.08,175.0,4.11,693.0,174.0,1.17,happy
6075,To Infiinity,248.68,False,Ocoeur,Connections,0.11,0.3,10,-12.75,1.0,0.04,0.68,0.26,0.12,0.04,76.95,5.0,373.0,92.0,0.76,idm
6076,Puro Êxtase - Ao Vivo,292.19,False,Frejat,Frejat Ao Vivo No Rock In Rio,0.57,0.92,9,-4.73,1.0,0.2,0.18,0.0,0.72,0.5,121.06,4.0,575.0,144.0,1.34,brazil
6077,Red Pyramid X,325.2,False,Neo Fresco,"No False Idols, Chapter 1",0.79,0.96,11,-6.09,1.0,0.05,0.0,0.88,0.06,0.12,123.98,4.0,655.0,165.0,0.75,techno
6078,C'est bleu,191.27,False,Scooter,20 Years of Hardcore,0.5,0.92,0,-5.07,1.0,0.04,0.07,0.0,0.36,0.38,150.96,4.0,471.0,117.0,3.35,techno
6079,Rittle Beta - Archive '99,116.55,False,Telefon Tel Aviv,Fahrenheit Fair Enough,0.61,0.83,4,-9.05,0.0,0.41,0.06,0.81,0.15,0.33,149.92,4.0,280.0,69.0,0.92,idm
6080,Pileh,242.3,False,Electroqute,Tanpasin,0.42,0.93,4,-4.05,0.0,0.05,0.0,0.03,0.18,0.27,182.06,3.0,726.0,241.0,0.92,iranian
6081,No Te Sueltes,243.42,False,ZPU;Mäbu,Quiebro,0.73,0.81,9,-5.45,1.0,0.09,0.17,0.0,0.14,0.12,134.96,4.0,544.0,136.0,1.34,spanish
6082,Les jardins de minuit,473.0,False,Alcest,Spiritual Instinct,0.18,0.8,10,-8.65,1.0,0.04,0.0,0.83,0.11,0.18,146.18,4.0,1053.0,263.0,0.76,black-metal
6083,"Se, solens skjønne lys og prakt (Arr. G. Eriksson & T. Kverno for Solo Voice, Choir & Chamber Ensemble)",252.88,False,Traditional;The Norwegian Soloists' Choir;Grete Pedersen;Gjermund Larsen;Marco Ambrosini;Andreas Utnem;Hanne Marit Mordal Iversen,"Veni: Songs of Christmas, Vol. 2",0.21,0.06,2,-23.45,1.0,0.04,0.99,0.01,0.13,0.04,123.22,4.0,516.0,130.0,3.7,sleep
6084,Paragraphs,233.54,False,Luke Chiang,Paragraphs,0.51,0.36,2,-9.91,1.0,0.06,0.83,0.0,0.28,0.21,73.35,4.0,282.0,71.0,3.7,sleep
6085,KTMBK,154.43,False,Zaeden;Hanita Bhambri,Genesis 1:1,0.9,0.44,6,-8.83,1.0,0.05,0.56,0.0,0.14,0.84,115.03,4.0,292.0,73.0,1.17,indian
6086,Nazareno,223.17,True,Farruko,Nazareno,0.66,0.72,7,-4.6,0.0,0.03,0.03,0.0,0.16,0.37,128.12,3.98,469.0,117.0,4.07,spanish
6087,Vetry Zlye,194.68,False,Rotting Christ,The Heretics,0.41,0.92,7,-4.84,1.0,0.1,0.0,0.05,0.08,0.13,136.01,3.0,423.0,141.0,4.07,black-metal
6088,Amor de Rapariga,225.03,False,Mulheres Perdidas,Por Que Te Amo? - Vol. 2,0.58,0.79,0,-6.81,1.0,0.04,0.48,0.0,0.47,0.95,168.06,4.0,628.0,156.0,3.35,forro
6089,Muerte En Hawaii,189.87,False,Calle 13,Entren Los Que Quieran,0.68,0.59,3,-7.17,1.0,0.18,0.79,0.0,0.95,0.88,79.99,4.0,251.0,62.0,1.74,afrobeat
6090,Conto De Fraldas,272.29,False,Tianastacia,Ta Na Boa,0.68,0.59,2,-7.52,1.0,0.03,0.03,0.0,0.45,0.6,118.05,3.91,535.0,133.0,3.7,brazil
6091,Niebla Cálida,118.0,False,Ruido Blanco Hart;Música de concentración profunda;Waves for Sleep,Chispa Encendida: Flujo De Antorchas,0.25,1.0,6,-21.44,1.0,0.05,0.16,0.66,0.35,0.01,107.92,4.0,207.0,51.0,1.17,forro
6092,The Raven King,393.99,False,Killing Joke,Absolute Dissent,0.38,0.75,2,-4.82,1.0,0.03,0.0,0.0,0.14,0.08,125.0,4.0,809.0,202.0,3.7,industrial
6093,分手不分離,254.04,False,Z.TAO,分手不分離,0.66,0.58,3,-5.18,1.0,0.05,0.51,0.0,0.1,0.18,124.0,4.0,514.0,128.0,1.74,mandopop
6094,Tocame,157.5,False,Sak Noel;Salvi;Franklin Dam,Tocame,0.86,0.61,2,-8.04,0.0,0.05,0.22,0.88,0.06,0.09,128.0,4.0,325.0,81.0,3.7,chicago-house
6095,Terrordome #TiH,185.59,True,Anime,Exterminate,0.53,0.95,7,-2.91,1.0,0.26,0.0,0.48,0.2,0.2,173.11,4.0,518.0,130.0,4.07,happy
6096,Perdonar y Agradecer,909.42,False,Sharif,Bajo el Rayo Que No Cesa,0.55,0.41,10,-7.39,0.0,0.35,0.09,0.0,0.3,0.07,143.98,4.0,1865.0,467.0,0.76,spanish
6097,The Storm - 2022 Remaster,443.16,False,Arovane,Tides (2022 Remaster),0.24,0.63,6,-11.57,1.0,0.05,0.22,0.73,0.11,0.04,150.53,4.0,1084.0,271.0,1.17,idm
6098,What Is Left,92.63,False,Casino Versus Japan,Frozen Geometry,0.48,0.56,7,-8.29,1.0,0.03,0.99,0.82,0.14,0.17,135.35,3.0,205.0,67.0,4.07,idm
6099,Melodious Music,120.0,False,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelic Hail Atmosphere,0.42,1.0,4,-18.41,1.0,0.04,0.93,0.81,0.94,0.01,82.9,3.0,166.0,54.0,0.92,sleep
6100,Nox,148.98,False,Wolfgang Snow,Nox,0.17,0.05,2,-28.24,1.0,0.04,0.8,0.53,0.11,0.05,125.78,3.0,262.0,86.0,3.7,sleep
6101,Foi a Mão de Deus,408.18,False,Sued Silva,Foi a Mão de Deus,0.37,0.53,2,-6.74,1.0,0.04,0.07,0.0,0.13,0.37,121.73,3.89,753.0,188.0,3.7,brazil
6102,La La Lu,79.51,False,Ilaria De Rosa,Lilli e il Vagabondo (Colonna Sonora Originale),0.26,0.09,5,-19.76,1.0,0.04,0.96,0.0,0.22,0.25,82.73,4.0,102.0,25.0,1.28,disney
6103,I Remember - Studio Version,207.8,False,Planetshakers,I Remember (Studio Version),0.46,0.73,1,-6.15,1.0,0.04,0.01,0.0,0.25,0.39,76.01,4.0,259.0,65.0,2.37,mandopop
6104,Uni Mic B,302.92,False,alva noto,Unieqav,0.8,0.69,7,-13.62,1.0,0.06,0.02,0.88,0.11,0.09,126.0,4.0,631.0,157.0,4.07,idm
6105,甜甜的,241.85,False,Jay Chou,我很忙,0.69,0.57,4,-9.42,1.0,0.03,0.04,0.0,0.19,0.77,116.05,4.0,463.0,115.0,0.92,mandopop
6106,Família - Ao Vivo,328.41,False,Régis Danese,Família (Ao Vivo),0.46,0.29,7,-13.77,1.0,0.03,0.66,0.0,0.3,0.17,129.68,4.0,699.0,175.0,4.07,brazil
6107,Waves: Calm Down,64.63,False,Ocean Sounds;Ocean Waves For Sleep,Ocean Waves Sounds,0.12,0.84,8,-21.07,1.0,0.09,0.13,0.02,0.83,0.0,81.05,3.0,85.0,28.0,2.73,sleep
6108,Cadeias Quebrar (Break Every Chain),328.85,False,Soraya Moraes,Céu Na Terra,0.36,0.63,9,-4.11,1.0,0.04,0.48,0.0,0.09,0.16,135.07,4.01,730.0,182.0,1.34,brazil
6109,Não Precisa Mais Chorar,260.19,False,Pedro Henrique,Não Precisa Mais Chorar,0.57,0.27,10,-9.6,1.0,0.03,0.48,0.0,0.12,0.31,125.17,4.0,537.0,134.0,0.76,brazil
6110,I Wanna Be A Writer,114.35,False,Sella Vie;Smoodmood;himood,I Wanna Be A Writer,0.76,0.42,1,-11.11,0.0,0.07,0.42,0.83,0.11,0.59,84.94,4.0,162.0,38.0,2.37,study
6111,Cuando Llegue la Hora,219.07,False,Cyclo,Amor y Muerte,0.59,0.76,4,-8.86,1.0,0.15,0.38,0.0,0.09,0.69,172.04,4.16,623.0,155.0,0.92,spanish
6112,134 32iii,96.21,False,Bogdan Raczynski,Rave 'Till You Cry,0.28,0.84,1,-5.12,1.0,0.04,0.22,0.62,0.16,0.23,78.65,4.0,123.0,29.0,2.37,idm
6113,I Prefer,136.07,False,Ministry,Land of Rape and Honey,0.4,0.97,1,-13.01,0.0,0.05,0.0,0.55,0.39,0.54,100.97,4.0,222.0,56.0,2.37,industrial
6114,Get So ill,213.82,False,Krafty Kuts,Back to Flow EP,0.8,0.88,5,-2.45,1.0,0.12,0.03,0.05,0.08,0.93,110.05,4.0,385.0,97.0,1.28,breakbeat
6115,Cool It (No Saints Remix),144.04,False,Spice;Epik Jones;No Saints,Spice Cool It Remix EP,0.91,0.68,1,-7.68,1.0,0.25,0.13,0.0,0.21,0.82,100.06,4.0,238.0,58.0,2.37,j-dance
6116,Timesleep - Hakobune Remix,203.53,False,Geskia!;Hakobune,323 Sayonara Memories,0.19,0.28,5,-22.38,1.0,0.04,0.85,0.97,0.11,0.49,75.65,3.48,252.0,63.0,1.28,idm
6117,Be Alright (Slowed +Reverb),109.5,False,fenekot,Be Alright,0.62,0.36,8,-10.41,1.0,0.03,0.96,0.18,0.39,0.27,110.64,4.0,202.0,50.0,2.73,sleep
6118,Voando Feito um Gavião,145.32,False,Gleydson Gavião;Wesley Safadão,Voando Feito um Gavião (Porteira da Fazenda),0.5,0.82,6,-3.09,1.0,0.07,0.48,0.0,0.11,0.87,157.97,4.0,374.0,93.0,1.17,forro
6119,El Secreto de las Tortugas,247.84,False,Maldita Nerea,Es un Secreto...No Se Lo Digas a Nadie,0.58,0.76,1,-6.55,1.0,0.05,0.01,0.0,0.34,0.71,169.98,4.0,677.0,169.0,2.37,spanish
6120,Heads Up,196.63,True,Intence;Notnice,Heads Up,0.63,0.69,7,-3.85,0.0,0.4,0.23,0.0,0.08,0.44,80.89,4.0,263.0,65.0,4.07,j-dance
6121,Te Lo Juro Por Madonna (Si Omba Ta Gueno),179.84,False,Plastilina Mosh,Hola Chicuelos,0.54,0.97,9,-5.32,0.0,0.05,0.0,0.06,0.17,0.67,98.11,4.0,290.0,71.0,1.34,afrobeat
6122,Smothered,190.84,False,Spineshank,Post-Millennial Noise,0.59,0.94,5,-3.6,0.0,0.05,0.0,0.0,0.06,0.69,124.81,4.0,387.0,97.0,1.28,industrial
6123,You Are My Vision,235.0,False,Rend Collective,Build Your Kingdom Here (A Rend Collective Mix Tape),0.5,0.94,4,-6.43,1.0,0.08,0.01,0.0,0.37,0.32,123.03,4.0,472.0,118.0,0.92,brazil
6124,That's The Way Love Is - Louie Vega Remix,182.04,False,Ten City;Louie Vega,That's The Way Love Is (Louie Vega Remix),0.71,0.9,4,-4.82,1.0,0.05,0.0,0.02,0.07,0.94,127.01,4.0,380.0,95.0,0.92,chicago-house
6125,Viva Voz,152.6,False,Kevi Jonny,Sucessos,0.71,0.72,2,-3.53,0.0,0.03,0.62,0.0,0.09,0.9,134.94,4.0,317.0,80.0,3.7,forro
6126,"Remember Me (from ""Coco"")",175.0,False,The Sleep Diaries,Lullaby Versions of Disney Classics,0.41,0.02,2,-26.89,1.0,0.04,0.98,0.93,0.09,0.07,77.4,3.58,220.0,54.0,3.7,disney
6127,The Last Supper,109.41,False,Beat Oven,Dinner’s Served,0.68,0.76,5,-8.86,0.0,0.06,0.07,0.93,0.46,0.96,93.03,4.0,168.0,41.0,1.28,study
6128,Buried Deep Within,267.39,False,Orbital,Monsters Exist (Deluxe),0.53,0.84,7,-7.56,1.0,0.08,0.02,0.7,0.45,0.04,122.98,4.0,542.0,136.0,4.07,breakbeat
6129,Una Mañana Tranquila,117.0,False,Meditación Guiada;Meditaciones Espirituales;Masaje Relajante Masters,Meditación y Mente Plena Ses. 1,0.36,0.02,4,-28.9,1.0,0.06,0.95,0.96,0.1,0.03,135.76,3.0,260.0,87.0,0.92,indian
6130,50 Horas,213.63,False,Coti,Triste Hora,0.6,0.91,1,-5.65,0.0,0.05,0.04,0.0,0.28,0.75,122.04,4.0,426.0,105.0,2.37,spanish
6131,Schwappende Gezeiten,230.68,False,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,0.06,0.45,0,-28.1,0.0,0.06,0.92,0.96,0.38,0.0,63.33,3.0,225.0,73.0,3.35,sleep
6132,From the Cradle to Enslave,397.16,False,Cradle Of Filth,From The Cradle To Enslave,0.34,0.93,7,-6.31,0.0,0.09,0.0,0.68,0.19,0.1,147.31,4.0,964.0,243.0,4.07,black-metal
6133,Benediction,181.51,False,for KING & COUNTRY,What Are We Waiting For?,0.28,0.07,2,-13.8,1.0,0.03,0.7,0.0,0.11,0.18,86.94,4.0,315.0,79.0,3.7,forro
6134,Let There Be Sodomy,202.71,False,Midnight,Let There Be Witchery,0.21,0.99,6,-5.86,0.0,0.12,0.0,0.35,0.33,0.22,145.04,3.81,480.0,120.0,1.17,black-metal
6135,Honor,245.05,False,AMB,Blood in Blood Out,0.5,0.84,10,-5.2,1.0,0.29,0.21,0.0,0.39,0.45,171.93,4.14,702.0,177.0,0.76,breakbeat
6136,"Vangelo: Luca 10, 1-9",153.48,False,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.37,0.02,5,-27.03,1.0,0.06,0.99,0.0,0.15,0.04,110.01,5.0,281.0,70.0,1.28,sleep
6137,Groovin' Away,333.99,False,Yonder Mountain String Band,Love. Ain't Love,0.77,0.41,7,-12.03,1.0,0.05,0.71,0.0,0.47,0.76,77.98,4.0,431.0,107.0,4.07,bluegrass
