,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,popularity_confidence,processing,genre,genres_val,explicit_val
8999,Trans,273.6,False,37,Gesaffelstein,Aleph,0.669,0.924,9,-4.699,1.0,0.055,0.000108,0.898,0.123,0.0662,107.035,4.0,473.0,118.0,0.5292934279656394,1.343558282208589,techno,19,0
9000,Take Me Up (Lego's Mix),385.733,False,39,Ralphi Rosario,Uc Anthems Volume 3 EP,0.887,0.651,5,-7.895,1.0,0.0421,0.027,0.105,0.0503,0.652,123.004,4.0,787.0,198.0,0.4853105046338647,1.2793053545586106,chicago-house,5,0
9001,Tune Kaha,216.885,False,55,Prateek Kuhad,Tune Kaha,0.362,0.763,3,-8.514,1.0,0.0589,0.015,0.00481,0.237,0.431,187.291,4.0,662.0,165.0,0.47469737331264183,1.7389162561576357,indian,10,0
9002,Baby's Got a Temper - Main Mix,267.0,False,50,The Prodigy,Baby's Got a Temper,0.567,0.952,6,-5.634,0.0,0.0465,0.000495,0.0451,0.338,0.497,105.957,4.0,466.0,117.0,0.4878904619619947,1.1709531013615733,breakbeat,4,0
9003,小麦色のマーメイド,215.64,False,34,Seiko Matsuda,小麦色のマーメイド,0.666,0.471,3,-9.866,1.0,0.0301,0.316,5.54e-06,0.113,0.662,154.667,4.0,542.0,134.0,0.47328174535046913,1.7389162561576357,j-idol,14,0
9004,Weekend Love,255.026,False,34,Golden Earring,Golden Earring Biggest Hits,0.491,0.737,2,-6.132,1.0,0.04,0.279,0.0,0.106,0.456,166.627,4.0,699.0,176.0,0.49343518742065906,3.70048309178744,bluegrass,2,0
9005,Casinha La do Fundo,194.525,False,40,Soró Silva,Casinha La do Fundo,0.677,0.833,6,-3.52,0.0,0.0408,0.368,0.0,0.0715,0.816,174.027,4.0,561.0,139.0,0.515628204441384,1.1709531013615733,forro,7,0
9006,Top & Low Rent,230.506,False,0,Plone,For Beginner Piano,0.446,0.838,0,-9.87,1.0,0.035,0.00123,0.293,0.47,0.487,167.981,4.0,632.0,158.0,0.4717244602665416,3.349056603773585,idm,9,0
9007,The Ghost of Vincent Price,308.026,False,25,Wednesday 13,Transylvania 90210,0.384,0.974,0,-2.901,1.0,0.0612,3.83e-06,0.789,0.0673,0.288,97.758,4.0,496.0,124.0,0.5140137455102318,3.349056603773585,industrial,11,0
9008,Oceans (Where Feet May FaiI),283.066,False,51,Rend Collective,Campfire II: Simplicity,0.533,0.768,9,-7.223,1.0,0.0542,0.163,0.0,0.0847,0.396,140.005,4.0,655.0,163.0,0.49470718854818224,1.343558282208589,iranian,12,0
9009,Selvmordssalme,360.0,False,17,Urgehal,Goatcraft Torment,0.0679,0.917,9,-6.398,1.0,0.0686,1.51e-06,0.000689,0.211,0.194,184.386,4.0,1003.0,252.0,0.969,1.343558282208589,black-metal,1,0
9010,Miracles - Live,518.679,False,49,Jesus Culture;Chris Quilala,Let It Echo (Live),0.375,0.681,2,-7.758,1.0,0.0404,0.00122,0.00265,0.632,0.0676,143.885,4.0,1230.0,308.0,0.4602842662451052,3.70048309178744,afrobeat,0,0
9011,A Vida É Curta Pra Viver Depois,217.866,False,30,BaianaSystem;Carolaine,Oxeaxeexu,0.682,0.703,8,-6.92,1.0,0.0531,0.356,0.00012,0.116,0.575,91.973,4.0,331.0,82.0,0.5016603998697945,2.7259036144578315,afrobeat,0,0
9012,The End of the World,253.3,False,32,Celldweller,Satellites,0.561,0.611,1,-7.102,1.0,0.0307,0.0109,0.000343,0.113,0.0739,89.98,4.0,378.0,94.0,0.46721383876520084,2.36741214057508,industrial,11,0
9013,God Only Knows,168.866,False,10,AMB,Blood in Blood Out,0.676,0.769,4,-5.618,0.0,0.0272,0.00734,0.0,0.18,0.55,102.012,3.0,288.0,95.0,0.614,0.916010498687664,breakbeat,4,0
9014,Bitter For Sweet,369.8,False,21,Blaqk Audio,CexCells,0.586,0.865,9,-5.987,0.0,0.0588,0.361,0.000464,0.0919,0.148,120.0,4.0,725.0,181.0,0.5188817064788054,1.343558282208589,industrial,11,0
9015,YAHWEH (No One) (with Elevation Worship),290.633,False,44,Chris Tomlin;Elevation Worship,Always,0.538,0.797,10,-6.794,1.0,0.0568,0.014,0.0,0.0966,0.21,137.036,4.0,652.0,166.0,0.49164510346391765,0.7573891625615764,afrobeat,0,0
9016,New & Improved,347.071,False,27,Greensky Bluegrass,Stress Dreams,0.529,0.539,7,-13.324,1.0,0.0331,0.355,0.29,0.348,0.558,124.156,4.0,708.0,179.0,0.638,4.067085953878407,bluegrass,2,0
9019,Tributo a Yehovah - Acústico Ao Vivo,435.733,False,46,Adhemar De Campos;Pregador Luo;Fernandinho;Nelson Bomilcar;Rodrigo Campos;Rachel Novaes;Ronaldo Bezerra;Davi Sacer;Soraya Moraes;Luiz Arcanjo;Ana Paula Valadão;David Quinlan;Christie Tristão;Daniel Souza;Massao Suguihara;Nívea Soares;Orquestra Filarmônica de São Caetano do Sul,Comunhão e Adoração 6 (Acústico Ao Vivo),0.535,0.715,9,-10.259,1.0,0.12,0.215,0.0,0.722,0.361,101.992,4.0,695.0,173.0,0.5020760276450709,1.343558282208589,brazil,3,0
9020,Full Throttle,332.54,False,35,LeKtriQue;MIDNIGHT CVLT,Night Fall,0.649,0.935,8,-4.473,0.0,0.0528,0.00274,0.676,0.11,0.22,125.995,4.0,689.0,174.0,0.5261557307289526,2.7259036144578315,techno,19,0
9021,Questions,177.156,False,70,Lost Frequencies;James Arthur,Questions,0.599,0.713,11,-7.008,1.0,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4.0,362.0,92.0,0.5002111969740811,0.7481162540365985,chicago-house,5,0
9022,Jesus Walked On Water... (feat. Alicia Mv),69.306,False,0,Leila Bela;Alicia Mv,Angra Manyu,0.409,0.499,4,-12.559,0.0,0.0475,0.812,0.389,0.318,0.405,136.747,1.0,152.0,37.0,0.48638940780235773,0.916010498687664,iranian,12,0
9024,Gwát,355.808,False,0,Rojin Sharafi,MISBHV 002: Meditations - a sonic response,0.419,0.571,1,-15.861,1.0,0.149,0.408,0.00109,0.145,0.143,98.454,4.0,577.0,145.0,0.4776375854680298,2.36741214057508,iranian,12,0
9025,Strumming & Thinking,380.346,False,6,Glenn Underground,Forgotten Art,0.794,0.495,10,-16.455,0.0,0.0694,0.000135,0.868,0.0402,0.923,124.017,4.0,784.0,195.0,0.47806233984279256,0.7573891625615764,chicago-house,5,0
9026,Astronautin - Boris Brejcha Remix,495.02,False,46,Stephan Bodzin;Boris Brejcha,Boavista Remixes,0.768,0.644,10,-8.213,0.0,0.048,0.00153,0.863,0.0861,0.126,125.008,4.0,1024.0,256.0,0.5118862669937565,0.7573891625615764,techno,19,0
9027,Tun Back Way,180.773,True,0,Vybz Kartel,Tun Back Way - Single,0.687,0.754,1,-5.502,1.0,0.0859,0.299,0.0,0.156,0.807,92.047,4.0,275.0,69.0,0.48713173627942524,2.36741214057508,j-dance,13,1
9028,Há Coisas Que Não Mudam,210.093,False,25,Cátia Moreira;Ana Encarnação;Henrique Feist;Filipe Gonçalves;Elenco - Frozen 2: O Reino do Gelo,Frozen 2: O Reino do Gelo (Banda Sonora Original em Português/Deluxe Edition),0.55,0.505,5,-5.177,1.0,0.0314,0.598,0.0,0.124,0.415,90.099,4.0,309.0,78.0,0.013,1.2793053545586106,disney,6,0
9029,Summe Volume - Aus Remix,246.48,False,7,aus,ReCollected,0.543,0.388,6,-13.5,1.0,0.0512,0.851,0.0911,0.136,0.063,77.025,4.0,310.0,78.0,0.902,1.1709531013615733,idm,9,0
9030,Kick It - Mixed,203.56,False,16,The Breakfastaz,FABRICLIVE 19: The Freestylers (DJ Mix),0.632,0.976,11,-6.883,0.0,0.039,2.66e-05,0.91,0.265,0.476,137.957,4.0,468.0,116.0,0.5172489642211301,0.7481162540365985,breakbeat,4,0
9031,Jhuk Na Paunga,264.438,False,45,Papon,Raid,0.636,0.607,0,-8.08,1.0,0.0321,0.658,0.0168,0.145,0.229,119.837,4.0,520.0,130.0,0.129,3.349056603773585,indian,10,0
9032,Mulato,199.08,False,18,Iconili,Tupi Novo Mundo,0.635,0.752,8,-7.316,1.0,0.0343,0.00616,0.851,0.226,0.832,121.92,4.0,393.0,97.0,0.5026407636813566,2.7259036144578315,afrobeat,0,0
9033,Vet Heftig,202.173,False,19,Hakkuhbar,Vet heftig,0.547,0.874,7,-6.505,1.0,0.0423,0.00151,0.331,0.282,0.124,180.001,4.0,604.0,151.0,0.5145534601173197,4.067085953878407,happy,8,0
9034,Tera Deedar Hua,347.573,False,62,Pritam;Anupam Amod;Rahat Fateh Ali Khan,Jannat 2 (Original Motion Picture Soundtrack),0.58,0.846,2,-3.464,1.0,0.0523,0.592,0.0,0.113,0.774,89.952,4.0,513.0,129.0,0.5244210774058943,3.70048309178744,indian,10,0
9035,Vem Me Socorrer,334.622,False,47,Palavrantiga,Esperar é Caminhar,0.552,0.574,4,-8.179,1.0,0.0371,0.387,0.0,0.178,0.486,105.98,4.0,580.0,145.0,0.48070305366196725,0.916010498687664,brazil,3,0
9036,Skipping Rocks,141.5,False,7,Justnormal,Gossamer,0.661,0.714,1,-7.915,1.0,0.0445,0.91,0.872,0.102,0.061,80.008,4.0,187.0,45.0,0.5200648774314798,2.36741214057508,study,18,0
9037,De ballade van Flemmingrad,44.36,False,30,Benja Bruijning,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),0.638,0.231,2,-12.541,1.0,0.0618,0.96,0.0,0.092,0.654,109.022,3.0,75.0,24.0,0.47425314863686374,3.70048309178744,disney,6,0
9038,Fue Un Placer Conocerte,176.92,False,35,Natalia Jiménez,"México de Mi Corazón, Vol. 2",0.458,0.424,5,-5.697,1.0,0.0325,0.605,0.0,0.123,0.473,167.028,4.0,481.0,119.0,0.4959623309344916,1.2793053545586106,spanish,17,0
9039,(I've Had) The Time Of My Life,277.56,False,42,Glee Cast,"Glee: The Music, Volume 4",0.459,0.77,9,-5.993,1.0,0.0472,0.0765,0.0,0.0879,0.168,110.706,4.0,504.0,126.0,0.4930794474758714,1.343558282208589,techno,19,0
9040,In the Quarry,141.734,False,36,Justnormal,Gossamer,0.74,0.506,10,-5.919,1.0,0.0463,0.91,0.635,0.085,0.0431,170.07,4.0,389.0,97.0,0.5541224418202508,0.7573891625615764,study,18,0
9041,Africa Nossa (with Ismaël Lô),232.146,False,32,Cesária Evora;Ismaël Lô,Rogamar,0.804,0.854,7,-7.937,1.0,0.0487,0.611,8.31e-05,0.395,0.841,104.004,4.0,399.0,99.0,0.653,4.067085953878407,forro,7,0
9042,The Zapper (Zap VIP),190.664,False,18,DJ Icey,Ride Mountain Ride,0.812,0.604,7,-6.579,1.0,0.0587,0.000842,0.753,0.109,0.172,127.99,4.0,400.0,99.0,0.5179897267360353,4.067085953878407,breakbeat,4,0
9043,Wives And Lovers,149.92,False,0,Jack Jones,The Greatest Jazz Mix,0.485,0.511,5,-10.818,0.0,0.0318,0.597,0.0,0.169,0.531,129.251,3.0,315.0,103.0,0.46408833433913516,1.2793053545586106,j-dance,13,0
9044,In Linear Lights,478.76,False,4,In The Burial,Lamentations: Of Deceit & Redemption,0.159,0.944,5,-5.807,1.0,0.0843,0.000388,0.135,0.0925,0.0375,99.721,4.0,766.0,192.0,0.5047026493687878,1.2793053545586106,black-metal,1,0
9045,Tipo iFood,143.535,False,37,Os Barões Da Pisadinha,Tipo iFood,0.713,0.873,4,-2.979,1.0,0.0489,0.568,0.0,0.0652,0.962,167.95,4.0,397.0,101.0,0.5246265508708916,0.916010498687664,forro,7,0
9046,Get Lucky - Nick The Lot Remix,246.942,False,8,Deekline;Specimen A;Nick The Lot,Get Lucky (Nick The Lot Remix),0.738,0.88,6,0.194,0.0,0.229,0.00106,0.00083,0.187,0.449,87.488,4.0,359.0,90.0,0.5308880193503357,1.1709531013615733,breakbeat,4,0
9047,Desert Song,243.053,False,52,Hillsong Worship,Hillsong Chapel: Forever Reign,0.56,0.598,2,-6.016,1.0,0.0259,0.104,0.0,0.347,0.353,110.029,4.0,442.0,110.0,0.4748239294791001,3.70048309178744,afrobeat,0,0
9048,Sledge Hammer Facelift,298.862,True,19,Rose Funeral,Crucify Kill Rot,0.347,0.975,4,-5.315,0.0,0.233,1.98e-05,0.581,0.116,0.179,110.093,4.0,634.0,161.0,0.5104893578113089,0.916010498687664,black-metal,1,1
9049,Green Light - Original Mix,476.76,False,15,The Breakfastaz,Green Light,0.622,0.927,1,-7.473,1.0,0.0413,0.000289,0.845,0.0422,0.385,136.981,4.0,1057.0,264.0,0.50323628676784,2.36741214057508,breakbeat,4,0
9050,"Sugar, Sugar",247.56,False,32,Magneto,La Historia De Magneto,0.674,0.87,2,-9.434,1.0,0.0426,0.0181,2.83e-06,0.0342,0.756,127.021,4.0,512.0,127.0,0.4831954748708044,3.70048309178744,spanish,17,0
9052,Re-Bottled,305.017,False,25,Korsakoff;The Viper,Korsakoff Pres. Pink Noise,0.475,0.881,6,-4.7,0.0,0.109,0.119,0.0239,0.157,0.139,164.965,4.0,831.0,209.0,0.5028145382199147,1.1709531013615733,happy,8,0
9053,Knock It,177.857,True,21,Masicka,Knock It,0.728,0.882,0,-3.306,0.0,0.276,0.336,0.0,0.269,0.658,111.921,4.0,330.0,81.0,0.5350733045978426,3.349056603773585,j-dance,13,1
9054,我們的歌,246.32,False,16,Leehom Wang,改變自己,0.756,0.421,1,-8.338,1.0,0.0924,0.0275,0.0,0.0943,0.829,69.928,4.0,280.0,70.0,0.46267426968265146,2.36741214057508,mandopop,15,0
9055,Sink Lateral,40.893,False,18,Ilkae,Pistachio Island,0.678,0.401,10,-9.875,0.0,0.0555,0.971,0.947,0.105,0.919,82.614,4.0,57.0,14.0,0.4997606097220022,0.7573891625615764,idm,9,0
9056,空ノムコウ,236.577,False,20,Maharajan,セーラ☆ムン太郎,0.597,0.599,0,-6.729,1.0,0.0442,0.0133,8.88e-06,0.278,0.657,93.09,4.0,351.0,87.0,0.46498322917341556,3.349056603773585,j-dance,13,0
9058,Raised On Rock,209.333,True,18,Darkthrone,F.O.A.D,0.193,0.981,9,-3.383,1.0,0.12,0.411,0.00172,0.0721,0.128,142.771,4.0,472.0,118.0,0.5289154359955995,1.343558282208589,black-metal,1,1
9059,Kenger,340.206,False,30,Joachim Pastor,Kenger,0.656,0.722,9,-8.104,0.0,0.0332,0.00108,0.796,0.0658,0.4,125.005,4.0,702.0,176.0,0.5030467253384268,1.343558282208589,techno,19,0
9060,Your Baby Ain't Sweet Like Mine,180.106,False,26,Carolina Chocolate Drops,Genuine Negro Jig,0.679,0.637,7,-6.89,1.0,0.323,0.643,0.0,0.0807,0.776,160.432,4.0,470.0,118.0,0.5629406261154781,4.067085953878407,bluegrass,2,0
9061,Spinach,157.681,False,14,Timothy Infinite,GRN,0.726,0.472,9,-5.044,0.0,0.0346,0.701,0.831,0.229,0.636,87.98,4.0,227.0,56.0,0.5164619565687278,1.343558282208589,study,18,0
9062,Heartbreaker - Crazibiza Remix,358.095,False,0,The Disco Boys;Crazibiza,"Swanky Club House, Vol. 1",0.851,0.799,8,-6.609,1.0,0.0776,0.00286,0.78,0.105,0.722,125.991,4.0,743.0,185.0,0.5236943923422611,2.7259036144578315,techno,19,0
9063,Te regalo,169.72,False,66,Carlos Baute,Baute,0.713,0.699,6,-6.426,1.0,0.0376,0.533,0.0,0.112,0.753,100.079,4.0,271.0,67.0,0.49584462093893783,1.1709531013615733,spanish,17,0
9064,Autor da Vida,295.36,False,53,Aline Barros,Reino,0.505,0.522,6,-7.366,1.0,0.0256,0.532,0.0,0.0963,0.389,139.992,4.0,674.0,167.0,0.4888890332187324,1.1709531013615733,brazil,3,0
9065,Interface to God,275.946,False,16,Thorns,Thorns,0.238,0.938,1,-6.724,1.0,0.104,4.45e-05,0.941,0.231,0.102,119.98,4.0,556.0,139.0,0.5005855449724399,2.36741214057508,black-metal,1,0
9066,Which Hairstyle (Model),182.571,False,3,Vybz Kartel;Arif Cooper,Brand New Old School Riddim,0.619,0.833,5,-6.196,1.0,0.286,0.129,0.0,0.065,0.642,132.021,5.0,403.0,100.0,0.223,1.2793053545586106,j-dance,13,0
9067,marmalade sunset,142.471,False,3,forever grown,marmalade sunset,0.781,0.211,6,-14.475,0.0,0.0397,0.719,0.948,0.327,0.0601,109.984,4.0,255.0,63.0,0.4892071853808709,1.1709531013615733,study,18,0
9068,I Like It Loud (Angerfist Remix),266.82,False,20,Marshall Masters;The Ultimate MC,I Like It Loud 2012,0.521,0.976,9,-4.911,1.0,0.105,0.0232,0.0247,0.613,0.544,169.995,4.0,739.0,186.0,0.5030607890510149,1.343558282208589,happy,8,0
9069,Hands Together - Mixed,347.908,False,12,Gershon Jackson;Reset Preset,Defected Radio Episode 114 (hosted by Sam Divine),0.685,0.819,5,-5.655,0.0,0.143,0.00464,0.0929,0.301,0.671,124.034,4.0,720.0,178.0,0.5004229710804073,1.2793053545586106,chicago-house,5,0
9070,Walking to Adachi,141.332,False,29,Nathan Kawanishi,Nostalgia,0.833,0.432,1,-11.625,1.0,0.0438,0.257,0.89,0.137,0.237,108.676,4.0,251.0,62.0,0.48274161522624315,2.36741214057508,study,18,0
9071,The Stand,247.34,False,39,Hillsong Young & Free;Melodie Wagner,The Stand,0.408,0.719,3,-5.361,1.0,0.0288,0.000299,0.0,0.333,0.183,77.975,4.0,308.0,76.0,0.46780611920411813,1.7389162561576357,brazil,3,0
9072,TANGO NOIR - 30th anniversary mix,248.266,False,22,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,0.613,0.888,5,-4.404,0.0,0.0369,0.154,0.000576,0.342,0.862,155.324,4.0,630.0,157.0,0.4922841429473458,1.2793053545586106,j-idol,14,0
9073,Im Rhythmus Bleiben,253.893,False,21,Front 242,Front by Front,0.722,0.977,7,-8.869,1.0,0.0827,0.00777,0.833,0.183,0.517,124.954,4.0,527.0,133.0,0.5241044004772066,4.067085953878407,industrial,11,0
9074,Love You Better,170.893,False,63,John De Sohn;Rasmus Hagen,Made For You,0.733,0.785,11,-7.496,0.0,0.0416,0.0934,0.00135,0.101,0.796,102.987,4.0,289.0,71.0,0.566,0.7481162540365985,chicago-house,5,0
9075,the mangos,113.333,False,26,vibe academy,frozen grapes,0.703,0.241,3,-10.456,0.0,0.217,0.968,0.948,0.149,0.117,90.047,4.0,161.0,39.0,0.5244933638464171,1.7389162561576357,study,18,0
9076,Touch (feat. Rromarin),206.25,False,47,Golden Features;Rromarin,Touch (feat. Rromarin),0.748,0.661,0,-7.877,1.0,0.051,0.378,0.66,0.104,0.374,123.997,4.0,419.0,105.0,0.5072382217537615,3.349056603773585,industrial,11,0
9078,Someone - Extended Mix,293.368,False,16,Friction;McLean,Someone,0.466,0.807,10,-4.775,1.0,0.0407,0.00126,2.63e-05,0.404,0.358,173.979,4.0,842.0,210.0,0.4859528105706665,0.7573891625615764,idm,9,0
9079,What Comes Around - Spanish Version,226.24,False,24,Ill Niño,Revolution Revolucion [Special Edition],0.503,0.947,1,-4.687,1.0,0.0966,0.00035,0.00124,0.102,0.156,112.204,4.0,421.0,106.0,0.737,2.36741214057508,industrial,11,0
9080,About My Dreams,320.0,False,48,Stephan Jolk,About My Dreams,0.594,0.826,4,-7.117,0.0,0.043,0.000161,0.872,0.0932,0.0632,126.007,4.0,665.0,166.0,0.502022870420952,0.916010498687664,techno,19,0
9081,Cotton Candy Flavored,151.645,False,26,"Sarah, the Illstrumentalist",Golden Skin,0.674,0.543,6,-8.021,0.0,0.0299,0.16,0.91,0.084,0.757,89.992,4.0,226.0,55.0,0.48180014262329485,1.1709531013615733,study,18,0
9082,GG-RAM,222.641,False,14,Noisekick;Paranoizer,TERRORDRANG,0.626,0.996,6,-1.521,0.0,0.285,0.0582,0.00954,0.613,0.36,112.457,4.0,415.0,103.0,0.5337962624584407,1.1709531013615733,happy,8,0
9083,COLORWAY,90.0,False,60,DESTIN CONRAD,COLORWAY,0.582,0.582,6,-5.706,1.0,0.0887,0.282,0.00863,0.317,0.658,76.864,4.0,115.0,28.0,0.4663028423122333,1.1709531013615733,sleep,16,0
9084,Holy Mountain,313.209,False,40,Rotting Christ;Lars Nedland,Holy Mountain,0.444,0.714,9,-8.159,0.0,0.0432,0.000176,0.176,0.302,0.17,138.068,4.0,703.0,177.0,0.48150405291099896,1.343558282208589,black-metal,1,0
9085,告白氣球,215.146,False,66,Jay Chou,周杰倫的床邊故事,0.59,0.572,11,-7.658,1.0,0.0379,0.192,0.0,0.109,0.448,179.989,4.0,619.0,155.0,0.4957623174444971,0.7481162540365985,mandopop,15,0
9086,"The Power (7"" Version)",227.03,False,24,SNAP!,The Power,0.747,0.878,0,-7.637,1.0,0.0655,0.0449,0.00402,0.206,0.701,108.891,4.0,408.0,100.0,0.48485489657070246,3.349056603773585,techno,19,0
9087,Papua New Guinea (Blue States Full Length Mix),347.533,False,12,The Future Sound Of London,Accelerator Deluxe,0.586,0.771,10,-7.441,0.0,0.0344,0.0479,0.915,0.271,0.625,99.987,4.0,572.0,142.0,0.5078736017941266,0.7573891625615764,breakbeat,4,0
9088,Implosion,226.5,True,0,Pointed Mutation,Implosion,0.463,0.987,3,-1.434,1.0,0.116,4.91e-05,8.96e-05,0.276,0.0899,107.463,4.0,396.0,100.0,0.158,1.7389162561576357,iranian,12,1
9089,再三誤解,241.0,False,26,Daniel Lo,羅時豐台語精選 - 港邊甘是男性傷心的所在,0.331,0.41,5,-12.611,0.0,0.0386,0.483,0.0,0.101,0.621,89.055,4.0,448.0,111.0,0.4425215437132106,1.2793053545586106,mandopop,15,0
9090,Sossego,237.306,False,46,Tim Maia,Tim Maia In Concert,0.572,0.925,5,-5.049,1.0,0.0737,0.0817,0.0229,0.631,0.68,116.362,4.0,461.0,115.0,0.48610438112448684,1.2793053545586106,brazil,3,0
9091,I'll Take It Back,216.106,False,15,Natalia Jiménez,Natalia Jiménez,0.765,0.857,2,-4.212,1.0,0.0292,0.23,0.0,0.278,0.837,109.969,4.0,390.0,97.0,0.49853370997206614,3.70048309178744,spanish,17,0
9092,Destierro,228.266,False,27,Paulo Ramos,Sigues Estando Aquí,0.544,0.444,6,-8.603,1.0,0.0259,0.561,0.0,0.29,0.566,169.949,4.0,636.0,160.0,0.4826868745706459,1.1709531013615733,disney,6,0
9093,Ain't it Funky,319.831,False,0,Fast Eddie,Acid Rewind 1,0.797,0.941,4,-4.132,0.0,0.0563,1.02e-05,0.467,0.0481,0.528,123.468,4.0,658.0,164.0,0.5100383485938987,0.916010498687664,chicago-house,5,0
9094,Rave - Remix,239.083,False,44,Sam Paganini;Adam Beyer;Layton Giordani,Rave (Remix),0.732,0.627,11,-13.712,1.0,0.0524,0.000174,0.895,0.0981,0.266,131.007,4.0,519.0,128.0,0.4937916401568923,0.7481162540365985,techno,19,0
9096,Aos Pés Da Cruz - Ao Vivo,262.834,False,52,Eli Soares,Memórias 2 (Ao Vivo),0.322,0.432,9,-10.434,1.0,0.0422,0.345,0.0,0.613,0.204,57.594,3.7777777777777777,249.0,62.0,0.4614205954040252,1.343558282208589,brazil,3,0
9097,Why You Gonna Lie,174.0,False,59,高爾宣 OSN,#osnrap,0.768,0.76,7,-3.729,1.0,0.105,0.762,0.0,0.141,0.736,90.0,4.0,249.0,62.0,0.538374677633794,4.067085953878407,mandopop,15,0
9098,Everytime We Touch - Hardwell & Maurice West Remix,216.441,False,68,Cascada;Maurice West,Everytime We Touch (Hardwell & Maurice West Remix),0.554,0.848,5,-4.075,0.0,0.0745,0.00237,0.0,0.185,0.286,144.996,4.0,514.0,128.0,0.49650823547214823,1.2793053545586106,techno,19,0
9100,Wine,169.773,False,24,Popcaan,Empire Universe,0.623,0.37,5,-11.849,1.0,0.273,0.794,0.0,0.288,0.607,96.445,4.0,273.0,69.0,0.5026555248869307,1.2793053545586106,j-dance,13,0
9101,Mojito,185.453,False,52,Jay Chou,最偉大的作品,0.807,0.631,0,-7.146,1.0,0.0279,0.459,0.0,0.279,0.801,115.003,4.0,348.0,86.0,0.4869647477190022,3.349056603773585,mandopop,15,0
9102,O Tannenbaum (Remastered 2014),103.858,False,0,Traditional;Aeolian Kammerchor,"Classical Christmas, Vol. 2",0.235,0.199,9,-13.207,1.0,0.0431,0.993,0.00312,0.254,0.0771,178.844,3.0,304.0,101.0,0.4840238608137839,1.343558282208589,sleep,16,0
9103,他の星から,249.293,False,32,Nogizaka46,ガールズルール TypeC,0.585,0.91,5,-4.351,1.0,0.0358,0.0169,7.1e-06,0.283,0.794,130.986,4.0,531.0,133.0,0.4860917844102491,1.2793053545586106,j-idol,14,0
9105,Passing Through,434.0,False,11,Alphaxone,Altered Dimensions,0.144,0.167,1,-24.642,1.0,0.0419,0.877,0.967,0.114,0.0393,103.66,4.0,719.0,180.0,0.46236738186404525,2.36741214057508,iranian,12,0
9106,Black Terminal (Upgrade),210.013,False,35,Blue Stahli;Danny Cocke;Inversion,Cyberpunk 2077: More Music from Night City Radio (Original Soundtrack),0.53,0.938,7,-6.424,1.0,0.068,0.00029,0.628,0.0828,0.703,160.041,4.0,558.0,140.0,0.519869492669579,4.067085953878407,industrial,11,0
9107,Until I Sing,187.479,False,31,Greensky Bluegrass,Stress Dreams,0.493,0.467,5,-12.365,1.0,0.0311,0.588,0.0518,0.15,0.687,173.573,4.0,522.0,131.0,0.4796880452468181,1.2793053545586106,bluegrass,2,0
9108,"Movement, No. 3",614.791,False,0,Alireza Mashayekhi;National Symphony Orchestra of Ukraine;Vladimir Sirenko,"Symphony, No. 5 (Persian), Op. 112",0.0854,0.114,9,-20.135,1.0,0.0407,0.952,0.908,0.0792,0.0359,62.236,4.0,704.0,176.0,0.5130944980489511,1.343558282208589,iranian,12,0
9109,Day Before Temptation,190.826,False,36,The Steeldrivers,The Muscle Shoals Recordings,0.458,0.536,0,-8.992,1.0,0.051,0.381,0.0,0.119,0.577,180.095,4.0,560.0,141.0,0.48282656087833437,3.349056603773585,bluegrass,2,0
9110,Compulsive Psychosis,254.506,False,22,Hypocrisy,Virus,0.303,0.971,6,-3.826,1.0,0.0852,2.55e-06,0.594,0.354,0.14,179.972,4.0,761.0,190.0,0.041,1.1709531013615733,black-metal,1,0
9111,Rigid - Kobosil 44 Rush Mix,412.92,False,59,Rosa Anschütz;Kobosil,Rr4,0.805,0.917,1,-5.925,1.0,0.151,0.00086,0.625,0.108,0.27,134.996,4.0,905.0,226.0,0.5246066706213535,2.36741214057508,techno,19,0
9112,Long Long Silk Bridge,182.386,False,40,Susumu Yokota,Symbol,0.452,0.633,7,-12.691,1.0,0.0475,0.782,0.841,0.114,0.506,178.942,4.0,527.0,132.0,0.5318157610464685,4.067085953878407,idm,9,0
9113,Let's Stay Home - A Director’s Cut Classic Club Radio Version,217.702,False,15,Frankie Knuckles;Director's Cut;Eric Kupper;Inaya Day,Let's Stay Home,0.803,0.712,8,-4.57,1.0,0.044,0.00172,2.44e-05,0.0629,0.509,116.016,4.0,415.0,104.0,0.5006622819958226,2.7259036144578315,chicago-house,5,0
9115,Midnight Waves,379.753,False,10,Alphaxone,Altered Dimensions,0.152,0.419,9,-20.406,0.0,0.0485,0.659,0.908,0.0772,0.131,85.51,4.0,533.0,135.0,0.48384437136211755,1.343558282208589,iranian,12,0
9116,Dumcore,309.173,False,17,DJ Isaac,Thunderdome 25 Years Of Hardcore,0.737,0.633,1,-12.916,1.0,0.11,0.0742,0.896,0.516,0.341,174.076,4.0,888.0,223.0,0.4833963338935146,2.36741214057508,happy,8,0
